5.956999999999984582e-15 1.491903395932593810e+02 1.648626802736194441e-01 4.433242570611864330e+00
7.317161684011310820e-15 1.491903395932593810e+02 1.648626802736194441e-01 4.433242570611864330e+00
8.987889056565950791e-15 1.491903395932593810e+02 1.648626802736194441e-01 4.433242570611864330e+00
1.104009357476063676e-14 1.491903395932593810e+02 1.648626802736194441e-01 4.433242570611864330e+00
1.356087790719123625e-14 1.491903395932593810e+02 1.648626802736194441e-01 4.433242570611864330e+00
1.665723287293192123e-14 1.491903395932593810e+02 1.648626802736194441e-01 4.433242570611864330e+00
2.046057850251324333e-14 1.491903395932593810e+02 1.648626802736194441e-01 4.433242570611864330e+00
2.513234195925731320e-14 1.491903395932594094e+02 1.648626802736194996e-01 4.433242570611861666e+00
3.087080906727343144e-14 1.491903395932594094e+02 1.648626802736194996e-01 4.433242570611861666e+00
3.791954024869609814e-14 1.491903395932594094e+02 1.648626802736194996e-01 4.433242570611861666e+00
4.657770807169456123e-14 1.491903395932595231e+02 1.648626802736196106e-01 4.433242570611861666e+00
5.721279517060074913e-14 1.491903395932596084e+02 1.648626802736196939e-01 4.433242570611859001e+00
7.027619148187144540e-14 1.491903395932596652e+02 1.648626802736197494e-01 4.433242570611859890e+00
8.632235279660787056e-14 1.491903395932596652e+02 1.648626802736197494e-01 4.433242570611859890e+00
1.060323337849668165e-13 1.491903395932597789e+02 1.648626802736198882e-01 4.433242570611855449e+00
1.302426943155378650e-13 1.491903395932598642e+02 1.648626802736199715e-01 4.433242570611852784e+00
1.599810059540127404e-13 1.491903395932599778e+02 1.648626802736201380e-01 4.433242570611851008e+00
1.965094656599446521e-13 1.491903395932601768e+02 1.648626802736203600e-01 4.433242570611843902e+00
2.413784677979665633e-13 1.491903395932603189e+02 1.648626802736204988e-01 4.433242570611842126e+00
2.964924082451988735e-13 1.491903395932606031e+02 1.648626802736208041e-01 4.433242570611837685e+00
3.641905135491029413e-13 1.491903395932609442e+02 1.648626802736211927e-01 4.433242570611828803e+00
4.473461258052567336e-13 1.491903395932612852e+02 1.648626802736215535e-01 4.433242570611821698e+00
5.494886572491415321e-13 1.491903395932616831e+02 1.648626802736220254e-01 4.433242570611811928e+00
6.749533907373262251e-13 1.491903395932622516e+02 1.648626802736226360e-01 4.433242570611801270e+00
8.290654841693286279e-13 1.491903395932630190e+02 1.648626802736234687e-01 4.433242570611784394e+00
1.018365988635238079e-12 1.491903395932638432e+02 1.648626802736243846e-01 4.433242570611767519e+00
1.250889473282202377e-12 1.491903395932648948e+02 1.648626802736255226e-01 4.433242570611745315e+00
1.536505040260809853e-12 1.491903395932661169e+02 1.648626802736268826e-01 4.433242570611718669e+00
1.887335203606963843e-12 1.491903395932676801e+02 1.648626802736286312e-01 4.433242570611683142e+00
2.318270410729997281e-12 1.491903395932696128e+02 1.648626802736307684e-01 4.433242570611643174e+00
2.847601044581289959e-12 1.491903395932719434e+02 1.648626802736333219e-01 4.433242570611592548e+00
3.497793730864672084e-12 1.491903395932748140e+02 1.648626802736365138e-01 4.433242570611528599e+00
4.296444899455768692e-12 1.491903395932783951e+02 1.648626802736404551e-01 4.433242570611453992e+00
5.277452072480049477e-12 1.491903395932827436e+02 1.648626802736452568e-01 4.433242570611358957e+00
6.482452592572972670e-12 1.491903395932880301e+02 1.648626802736510855e-01 4.433242570611244382e+00
7.962590855933331382e-12 1.491903395932946239e+02 1.648626802736583852e-01 4.433242570611100497e+00
9.780689057662304328e-12 1.491903395933026388e+02 1.648626802736672392e-01 4.433242570610927302e+00
1.201391358333985031e-11 1.491903395933125864e+02 1.648626802736782582e-01 4.433242570610711475e+00
1.475705021773335579e-11 1.491903395933247225e+02 1.648626802736916641e-01 4.433242570610449462e+00
1.812652718184145483e-11 1.491903395933397007e+02 1.648626802737082064e-01 4.433242570610125277e+00
2.226535674990098157e-11 1.491903395933580612e+02 1.648626802737284680e-01 4.433242570609730038e+00
2.734920518570069798e-11 1.491903395933805427e+02 1.648626802737533370e-01 4.433242570609242428e+00
3.359384862732467307e-11 1.491903395934081971e+02 1.648626802737839236e-01 4.433242570608641131e+00
4.126433137390241384e-11 1.491903395934422178e+02 1.648626802738215047e-01 4.433242570607906607e+00
5.068621528377796491e-11 1.491903395934840262e+02 1.648626802738676900e-01 4.433242570607002442e+00
6.225939774752551804e-11 1.491903395935352989e+02 1.648626802739243669e-01 4.433242570605892219e+00
7.647508471845140094e-11 1.491903395935983099e+02 1.648626802739940056e-01 4.433242570604526200e+00
9.393663919479148867e-11 1.491903395936757022e+02 1.648626802740795205e-01 4.433242570602852872e+00
1.153851900354079353e-10 1.491903395937708012e+02 1.648626802741846031e-01 4.433242570600795851e+00
1.417310880358322679e-10 1.491903395938875860e+02 1.648626802743136388e-01 4.433242570598268983e+00
1.740925443694860295e-10 1.491903395940310872e+02 1.648626802744722342e-01 4.433242570595165688e+00
2.138430913433683744e-10 1.491903395942073303e+02 1.648626802746669950e-01 4.433242570591350074e+00
2.626698798670857414e-10 1.491903395944238184e+02 1.648626802749061926e-01 4.433242570586665821e+00
3.226452879817523303e-10 1.491903395946896183e+02 1.648626802751999576e-01 4.433242570580911313e+00
3.963148797627797728e-10 1.491903395950162690e+02 1.648626802755608911e-01 4.433242570573844965e+00
4.868054478770805534e-10 1.491903395954174130e+02 1.648626802760041754e-01 4.433242570565164797e+00
5.979577254950727350e-10 1.491903395959102454e+02 1.648626802765487953e-01 4.433242570554499551e+00
7.344894003107454197e-10 1.491903395965155141e+02 1.648626802772176492e-01 4.433242570541401584e+00
9.021953495494787814e-10 1.491903395972589408e+02 1.648626802780391587e-01 4.433242570525314008e+00
1.108193594630964189e-09 1.491903395981722156e+02 1.648626802790483792e-01 4.433242570505552926e+00
1.361227414655107277e-09 1.491903395992939636e+02 1.648626802802879432e-01 4.433242570481279010e+00
1.672036441453777382e-09 1.491903396006718765e+02 1.648626802818106141e-01 4.433242570451459308e+00
2.053812486767874983e-09 1.491903396023643609e+02 1.648626802836808958e-01 4.433242570414836159e+00
2.522759448434097793e-09 1.491903396044433805e+02 1.648626802859783080e-01 4.433242570369846369e+00
3.098781059939488524e-09 1.491903396069969006e+02 1.648626802888001341e-01 4.433242570314588349e+00
3.806325673817230462e-09 1.491903396101336909e+02 1.648626802922663614e-01 4.433242570246710201e+00
4.675423934417330900e-09 1.491903396139865663e+02 1.648626802965240112e-01 4.433242570163336005e+00
5.742963382479098294e-09 1.491903396187192641e+02 1.648626803017538833e-01 4.433242570060922816e+00
7.054254090138687517e-09 1.491903396245325553e+02 1.648626803081778280e-01 4.433242569935124777e+00
8.664951777344804843e-09 1.491903396316731687e+02 1.648626803160685717e-01 4.433242569780605713e+00
1.064342003340494751e-08 1.491903396404441935e+02 1.648626803257609852e-01 4.433242569590801985e+00
1.307363190452732188e-08 1.491903396512178972e+02 1.648626803376664618e-01 4.433242569357663143e+00
1.605873400078485508e-08 1.491903396644515567e+02 1.648626803522903472e-01 4.433242569071290440e+00
1.972542439554690219e-08 1.491903396807068702e+02 1.648626803702532284e-01 4.433242568719533594e+00
2.422933013059562327e-08 1.491903397006738032e+02 1.648626803923176898e-01 4.433242568287456109e+00
2.976161256687183106e-08 1.491903397251997490e+02 1.648626804194200934e-01 4.433242567756723318e+00
3.655708093481696044e-08 1.491903397553256809e+02 1.648626804527106859e-01 4.433242567104810128e+00
4.490415845149297961e-08 1.491903397923303487e+02 1.648626804936026702e-01 4.433242566304044452e+00
5.515712400101358940e-08 1.491903398377842507e+02 1.648626805438314913e-01 4.433242565320438366e+00
6.775114895760925032e-08 1.491903398936165388e+02 1.648626806055289440e-01 4.433242564112247486e+00
8.322076736618473398e-08 1.491903399621971857e+02 1.648626806813139056e-01 4.433242562628189276e+00
1.022225634188130762e-07 1.491903400464367451e+02 1.648626807744027756e-01 4.433242560805279453e+00
1.255630391622557057e-07 1.491903401499107247e+02 1.648626808887466433e-01 4.433242558566139913e+00
1.542328452385548609e-07 1.491903402770109324e+02 1.648626810291986267e-01 4.433242555815739117e+00
1.894488275298980669e-07 1.491903404331319223e+02 1.648626812017200127e-01 4.433242552437341111e+00
2.327056743130167654e-07 1.491903406249000170e+02 1.648626814136332219e-01 4.433242548287551266e+00
2.858393560072562835e-07 1.491903408604545689e+02 1.648626816739325873e-01 4.433242543190241136e+00
3.511050501189808808e-07 1.491903411497931415e+02 1.648626819936660215e-01 4.433242536929063782e+00
4.312728587868866872e-07 1.491903415051964998e+02 1.648626823864042246e-01 4.433242529238270002e+00
5.297453815124115910e-07 1.491903419417490682e+02 1.648626828688163348e-01 4.433242519791438241e+00
6.507021332691928725e-07 1.491903424779797263e+02 1.648626834613776404e-01 4.433242508187611008e+00
7.992769375964027810e-07 1.491903431366478401e+02 1.648626841892384121e-01 4.433242493934284489e+00
9.817758238533343787e-07 1.491903439457096852e+02 1.648626850832916046e-01 4.433242476426493717e+00
1.205944676949517190e-06 1.491903449395045698e+02 1.648626861814839473e-01 4.433242454921150433e+00
