5.956999999999984582e-15 1.148364676042609176e+02 1.145692947603614287e-01 3.444402129825003378e+00
7.325377038734685711e-15 1.148364676042609176e+02 1.145692947603614287e-01 3.444402129825003378e+00
9.008082719426134198e-15 1.148364676042609176e+02 1.145692947603614287e-01 3.444402129825003378e+00
1.107732118783071109e-14 1.148364676042609176e+02 1.145692947603614287e-01 3.444402129825003378e+00
1.362188253819443299e-14 1.148364676042609460e+02 1.145692947603614703e-01 3.444402129825003822e+00
1.675095275635908513e-14 1.148364676042609460e+02 1.145692947603614703e-01 3.444402129825003822e+00
2.059879884142397950e-14 1.148364676042609460e+02 1.145692947603614703e-01 3.444402129825003822e+00
2.533053014243448492e-14 1.148364676042610029e+02 1.145692947603615258e-01 3.444402129825001602e+00
3.114918312646761227e-14 1.148364676042610029e+02 1.145692947603615258e-01 3.444402129825001602e+00
3.830443358233478062e-14 1.148364676042610455e+02 1.145692947603615675e-01 3.444402129824999825e+00
4.710331009665515066e-14 1.148364676042610455e+02 1.145692947603615675e-01 3.444402129824999825e+00
5.792336851274771792e-14 1.148364676042611023e+02 1.145692947603616091e-01 3.444402129825000713e+00
7.122889268246616256e-14 1.148364676042611308e+02 1.145692947603616646e-01 3.444402129824997605e+00
8.759081667796504836e-14 1.148364676042611876e+02 1.145692947603617062e-01 3.444402129824996717e+00
1.077112233165663882e-13 1.148364676042612729e+02 1.145692947603618034e-01 3.444402129824994940e+00
1.324534702194395709e-13 1.148364676042613723e+02 1.145692947603619005e-01 3.444402129824992720e+00
1.628792360997510398e-13 1.148364676042614718e+02 1.145692947603619838e-01 3.444402129824990944e+00
2.002940769198866838e-13 1.148364676042615997e+02 1.145692947603621226e-01 3.444402129824987835e+00
2.463034467120195610e-13 1.148364676042617560e+02 1.145692947603622613e-01 3.444402129824985170e+00
3.028815868902889019e-13 1.148364676042619408e+02 1.145692947603624556e-01 3.444402129824980729e+00
3.724562400640679058e-13 1.148364676042621824e+02 1.145692947603626916e-01 3.444402129824975400e+00
4.580128233840512768e-13 1.148364676042624666e+02 1.145692947603629691e-01 3.444402129824968295e+00
5.632225314526746429e-13 1.148364676042628219e+02 1.145692947603633438e-01 3.444402129824958969e+00
6.925998656373102898e-13 1.148364676042633050e+02 1.145692947603638018e-01 3.444402129824949199e+00
8.516963492983538492e-13 1.148364676042638166e+02 1.145692947603643153e-01 3.444402129824937653e+00
1.047338741165747150e-12 1.148364676042645129e+02 1.145692947603650230e-01 3.444402129824920777e+00
1.287921968493012144e-12 1.148364676042653514e+02 1.145692947603658557e-01 3.444402129824900793e+00
1.583769349619060764e-12 1.148364676042663319e+02 1.145692947603668410e-01 3.444402129824879033e+00
1.947575562926181314e-12 1.148364676042675967e+02 1.145692947603680900e-01 3.444402129824850611e+00
2.394951369793564872e-12 1.148364676042691457e+02 1.145692947603696304e-01 3.444402129824814640e+00
2.945093465363785214e-12 1.148364676042710641e+02 1.145692947603715733e-01 3.444402129824769787e+00
3.621608200118095103e-12 1.148364676042733805e+02 1.145692947603738493e-01 3.444402129824717829e+00
4.453524517783868972e-12 1.148364676042762653e+02 1.145692947603767498e-01 3.444402129824648995e+00
5.476539574285042275e-12 1.148364676042797754e+02 1.145692947603802470e-01 3.444402129824569503e+00
6.734550486686181196e-12 1.148364676042840813e+02 1.145692947603845352e-01 3.444402129824470027e+00
8.281537938789756219e-12 1.148364676042894104e+02 1.145692947603898781e-01 3.444402129824347014e+00
1.018388246805791926e-11 1.148364676042959758e+02 1.145692947603964007e-01 3.444402129824196024e+00
1.252321282469101727e-11 1.148364676043040333e+02 1.145692947604044498e-01 3.444402129824010839e+00
1.539990862467347164e-11 1.148364676043139525e+02 1.145692947604143308e-01 3.444402129823781245e+00
1.893740759405666934e-11 1.148364676043261028e+02 1.145692947604264877e-01 3.444402129823500580e+00
2.328750222639968931e-11 1.148364676043411094e+02 1.145692947604414202e-01 3.444402129823155967e+00
2.863685313056095036e-11 1.148364676043595409e+02 1.145692947604598222e-01 3.444402129822730529e+00
3.521499855367298451e-11 1.148364676043821930e+02 1.145692947604824152e-01 3.444402129822207836e+00
4.330420376433654589e-11 1.148364676044100321e+02 1.145692947605102124e-01 3.444402129821565683e+00
5.325157292864862212e-11 1.148364676044442945e+02 1.145692947605443934e-01 3.444402129820775649e+00
6.548394319423017409e-11 1.148364676044864297e+02 1.145692947605864292e-01 3.444402129819804426e+00
8.052620008071536241e-11 1.148364676045382424e+02 1.145692947606381240e-01 3.444402129818610714e+00
9.902380008189207677e-11 1.148364676046019781e+02 1.145692947607016843e-01 3.444402129817142111e+00
1.217704669142433955e-10 1.148364676046803368e+02 1.145692947607798717e-01 3.444402129815335556e+00
1.497422498454936585e-10 1.148364676047766864e+02 1.145692947608759754e-01 3.444402129813115554e+00
1.841394055307461025e-10 1.148364676048951196e+02 1.145692947609941725e-01 3.444402129810383517e+00
2.264379004870212472e-10 1.148364676050408661e+02 1.145692947611395562e-01 3.444402129807023982e+00
2.784527441542587277e-10 1.148364676052200082e+02 1.145692947613183021e-01 3.444402129802893953e+00
3.424158701360220443e-10 1.148364676054402906e+02 1.145692947615380569e-01 3.444402129797816237e+00
4.210719074689926103e-10 1.148364676057112490e+02 1.145692947618083685e-01 3.444402129791570122e+00
5.177959514234651950e-10 1.148364676060443657e+02 1.145692947621407415e-01 3.444402129783889599e+00
6.367383873270509251e-10 1.148364676064540504e+02 1.145692947625494701e-01 3.444402129774445154e+00
7.830029817368714817e-10 1.148364676069578962e+02 1.145692947630521236e-01 3.444402129762832665e+00
9.628658827725545806e-10 1.148364676075773900e+02 1.145692947636701986e-01 3.444402129748548980e+00
1.184044926816030260e-09 1.148364676083392197e+02 1.145692947644302295e-01 3.444402129730988360e+00
1.456030807407838137e-09 1.148364676092760703e+02 1.145692947653649124e-01 3.444402129709391414e+00
1.790494316648603198e-09 1.148364676104280591e+02 1.145692947665142292e-01 3.444402129682834879e+00
2.201787133651613566e-09 1.148364676118447392e+02 1.145692947679275986e-01 3.444402129650177002e+00
2.707557648654193047e-09 1.148364676135868194e+02 1.145692947696656389e-01 3.444402129610015351e+00
3.329508247524261117e-09 1.148364676157290347e+02 1.145692947718028737e-01 3.444402129560632631e+00
4.094326551400391136e-09 1.148364676183634288e+02 1.145692947744311324e-01 3.444402129499903431e+00
5.034830570540586032e-09 1.148364676216028926e+02 1.145692947776630610e-01 3.444402129425224945e+00
6.191376910417585448e-09 1.148364676255864794e+02 1.145692947816373819e-01 3.444402129333391738e+00
7.613592455552323639e-09 1.148364676304851599e+02 1.145692947865246808e-01 3.444402129220463848e+00
9.362503836862005173e-09 1.148364676365091270e+02 1.145692947925346233e-01 3.444402129081594932e+00
1.151315605701099547e-08 1.148364676439168335e+02 1.145692947999251005e-01 3.444402128910828864e+00
1.415783263780393213e-08 1.148364676530261619e+02 1.145692948090132196e-01 3.444402128700834620e+00
1.741001546469996979e-08 1.148364676642279960e+02 1.145692948201889882e-01 3.444402128442601629e+00
2.140925424360068178e-08 1.148364676780029612e+02 1.145692948339319117e-01 3.444402128125050311e+00
2.632715451611649196e-08 1.148364676949421863e+02 1.145692948508317266e-01 3.444402127734557784e+00
3.237474117636077351e-08 1.148364677157725566e+02 1.145692948716136306e-01 3.444402127254361012e+00
3.981151345447254969e-08 1.148364677413877644e+02 1.145692948971692438e-01 3.444402126663861363e+00
4.895657991214889728e-08 1.148364677728870475e+02 1.145692949285952583e-01 3.444402125937717773e+00
6.020235124784894890e-08 1.148364678116220148e+02 1.145692949672400818e-01 3.444402125044773388e+00
7.403137846379624303e-08 1.148364678592547250e+02 1.145692950147619987e-01 3.444402123946710415e+00
9.103705891297192951e-08 1.148364679178291112e+02 1.145692950732001003e-01 3.444402122596414539e+00
1.119490987132823721e-07 1.148364679898586189e+02 1.145692951450620334e-01 3.444402120935940559e+00
1.376648241096732493e-07 1.148364680784339242e+02 1.145692952334312481e-01 3.444402118894042797e+00
1.692876853406841646e-07 1.148364681873557771e+02 1.145692953420996973e-01 3.444402116383099788e+00
2.081746051930826619e-07 1.148364683212979571e+02 1.145692954757302484e-01 3.444402113295374601e+00
2.559942039498196057e-07 1.148364684860078739e+02 1.145692956400569673e-01 3.444402109498367892e+00
3.147983991376829315e-07 1.148364686885531825e+02 1.145692958421310331e-01 3.444402104829155320e+00
3.871104523877161781e-07 1.148364689376249572e+02 1.145692960906233293e-01 3.444402099087382041e+00
4.760332414596592230e-07 1.148364692439108126e+02 1.145692963961965904e-01 3.444402092026670470e+00
5.853824033344033664e-07 1.148364696205533022e+02 1.145692967719628003e-01 3.444402083344050070e+00
7.198500614848373048e-07 1.148364700837139765e+02 1.145692972340458943e-01 3.444402072666952197e+00
8.852061627887881272e-07 1.148364706532669146e+02 1.145692978022737479e-01 3.444402059537227778e+00
1.088546063360658531e-06 1.148364713536512909e+02 1.145692985010286491e-01 3.444402043391488810e+00
1.338594987098744463e-06 1.148364722149203345e+02 1.145692993602938914e-01 3.444402023536926372e+00
1.646082421127841916e-06 1.148364732740306948e+02 1.145693004169401619e-01 3.444401999121590841e+00
2.024202513277610116e-06 1.148364745764282304e+02 1.145693017163075950e-01 3.444401969097833582e+00
2.489180227045976719e-06 1.148364761779984207e+02 1.145693033141516187e-01 3.444401932177344250e+00
3.060967547502954732e-06 1.148364781474638221e+02 1.145693052790349026e-01 3.444401886775888322e+00
3.764099612017831696e-06 1.148364805693332755e+02 1.145693076952696704e-01 3.444401830945307275e+00
